x,y,z,yaw,velocity,change_flag
-15642.6084,-85590.0859,30.7578,-2.6104,34.1317,0
-15643.4795,-85590.5859,30.7534,-2.6157,36.1315,0
-15645.2090,-85591.5859,30.7718,-2.6250,36.2746,0
-15646.8613,-85592.5000,30.7699,-2.6331,35.8527,0
-15648.5742,-85593.4453,30.7869,-2.6420,36.4363,0
-15650.5342,-85594.4609,30.7779,-2.6510,39.6999,0
-15652.1885,-85595.3438,30.7910,-2.6580,39.4533,0
-15654.0225,-85596.2734,30.7777,-2.6649,41.8806,0
-15655.6865,-85597.1172,30.7939,-2.6708,38.1167,0
-15657.4980,-85598.0234,30.8178,-2.6755,37.7663,0
-15659.2822,-85598.9141,30.8181,-2.6790,39.9377,0
-15661.0996,-85599.8203,30.8501,-2.6829,39.6355,0
-15662.0244,-85600.2578,30.8554,-2.6842,36.8008,0
-15662.9395,-85600.7031,30.8520,-2.6852,36.6076,0
-15663.8379,-85601.1484,30.8451,-2.6863,36.0642,0
-15664.8164,-85601.6172,30.8555,-2.6867,39.0219,0
-15665.8047,-85602.0938,30.8695,-2.6878,39.4666,0
-15666.7988,-85602.5625,30.8688,-2.6888,39.5331,0
-15668.3955,-85603.3281,30.8862,-2.6907,32.0863,0
-15670.1465,-85604.1719,30.9116,-2.6946,35.4868,0
-15671.3271,-85604.7188,30.9005,-2.6974,46.8223,0
-15672.4619,-85605.2500,30.9104,-2.6989,45.0540,0
-15673.4180,-85605.6797,30.9144,-2.6993,37.7112,0
-15674.3916,-85606.1328,30.9104,-2.7003,38.6289,0
-15675.3359,-85606.5781,30.9236,-2.7011,37.5530,0
-15676.2861,-85607.0312,30.9154,-2.7024,37.8649,0
-15678.1953,-85607.9219,30.9330,-2.7009,40.4949,0
-15680.1055,-85608.8281,30.9368,-2.6992,48.8469,0
-15681.8779,-85609.6484,30.9527,-2.6964,37.7464,0
-15682.8213,-85610.0859,30.9496,-2.6959,37.3993,0
-15683.9482,-85610.6094,30.9656,-2.6963,44.6978,0
-15685.5322,-85611.3516,30.9657,-2.6966,35.9072,0
-15687.6826,-85612.3672,30.9848,-2.6983,49.8666,0
-15689.6670,-85613.2969,30.9979,-2.6988,52.8367,0
-15690.6143,-85613.7422,31.0004,-2.6988,37.6503,0
-15691.6055,-85614.2031,31.0180,-2.6984,39.3190,0
-15692.5820,-85614.6562,31.0143,-2.6978,38.7191,0
-15693.5137,-85615.0938,30.9955,-2.6972,37.0185,0
-15694.4512,-85615.5391,31.0067,-2.6970,37.3359,0
-15696.1758,-85616.3516,31.0413,-2.6955,37.8865,0
-15697.1416,-85616.7891,31.0398,-2.6950,38.1403,0
-15698.4453,-85617.3984,31.0322,-2.6946,51.7653,0
-15700.4531,-85618.3438,31.0236,-2.6941,53.3913,0
-15702.1982,-85619.1719,31.0550,-2.6937,43.3681,0
-15703.2725,-85619.6953,31.0398,-2.6936,42.9727,0
-15704.2607,-85620.1562,31.0575,-2.6931,39.2285,0
-15705.4092,-85620.6953,31.0786,-2.6926,45.6412,0
-15707.4111,-85621.6562,31.0779,-2.6926,44.2032,0
-15709.3975,-85622.5859,31.0646,-2.6926,52.9046,0
-15711.2656,-85623.5000,31.1005,-2.6931,45.1576,0
-15713.2900,-85624.4688,31.0970,-2.6926,47.4885,0
-15714.3906,-85624.9688,31.1274,-2.6930,43.5124,0
-15715.4082,-85625.4453,31.1402,-2.6927,40.4195,0
-15716.4531,-85625.9531,31.1446,-2.6940,41.7822,0
-15717.4609,-85626.4297,31.1392,-2.6947,40.0967,0
-15718.4570,-85626.8984,31.1308,-2.6955,39.5978,0
-15719.4463,-85627.3750,31.1525,-2.6958,39.5028,0
-15720.4189,-85627.8203,31.1536,-2.6958,38.4726,0
-15721.4375,-85628.2969,31.1670,-2.6953,40.4503,0
-15722.4492,-85628.7734,31.1744,-2.6949,40.2246,0
-15723.4326,-85629.2422,31.1744,-2.6949,39.1793,0
-15724.4521,-85629.7266,31.1793,-2.6954,40.5990,0
-15725.3848,-85630.1641,31.1797,-2.6950,37.0538,0
-15726.5400,-85630.7031,31.1847,-2.6938,45.8533,0
-15727.5488,-85631.1797,31.1999,-2.6934,40.1285,0
-15728.5664,-85631.6797,31.1935,-2.6936,40.7781,0
-15729.5732,-85632.1406,31.1956,-2.6945,39.8249,0
-15730.6113,-85632.6484,31.1986,-2.6941,41.5682,0
-15731.6172,-85633.1094,31.2076,-2.6939,39.7955,0
-15732.5830,-85633.5703,31.2209,-2.6938,38.4930,0
-15733.6055,-85634.0547,31.2321,-2.6937,40.6820,0
-15734.6064,-85634.5312,31.2489,-2.6935,39.8919,0
-15735.5732,-85634.9922,31.2466,-2.6928,38.5253,0
-15736.6074,-85635.4766,31.2628,-2.6916,41.0760,0
-15737.6230,-85635.9766,31.2800,-2.6899,40.7016,0
-15739.5420,-85636.8984,31.2929,-2.6877,43.3940,0
-15740.6113,-85637.4141,31.3172,-2.6853,42.7078,0
-15741.6699,-85637.9141,31.3404,-2.6816,42.1165,0
-15742.6562,-85638.3984,31.3399,-2.6791,39.5185,0
-15744.2832,-85639.1953,31.3794,-2.6748,32.6978,0
-15745.2178,-85639.6562,31.3862,-2.6714,37.5003,0
-15746.4863,-85640.2891,31.4013,-2.6675,50.9984,0
-15747.6719,-85640.8984,31.4181,-2.6629,47.9454,0
-15749.5889,-85641.8906,31.4530,-2.6564,53.5888,0
-15750.5459,-85642.3984,31.4764,-2.6515,38.9920,0
-15751.4990,-85642.8984,31.5047,-2.6452,38.7397,0
-15752.4727,-85643.3984,31.5351,-2.6400,39.3603,0
-15753.3643,-85643.8984,31.5658,-2.6355,36.7988,0
-15754.3164,-85644.4375,31.5840,-2.6314,39.3572,0
-15756.2051,-85645.4922,31.6228,-2.6204,42.4819,0
-15757.1543,-85646.0234,31.6437,-2.6138,39.1312,0
-15758.0859,-85646.5547,31.6933,-2.6084,38.6069,0
-15758.9658,-85647.0781,31.7127,-2.6031,36.8304,0
-15759.8857,-85647.6172,31.7537,-2.5972,38.3834,0
-15760.8096,-85648.1562,31.7771,-2.5907,38.4749,0
-15761.7324,-85648.7266,31.8030,-2.5864,38.9954,0
-15762.6348,-85649.2734,31.8355,-2.5797,38.0038,0
-15763.5693,-85649.8594,31.8535,-2.5741,39.6778,0
-15764.4434,-85650.3984,31.8958,-2.5678,36.9661,0
-15765.3242,-85650.9766,31.9301,-2.5620,37.9213,0
-15767.1123,-85652.1406,32.0007,-2.5491,41.2140,0
-15768.8350,-85653.2969,32.0619,-2.5369,39.4019,0
-15770.4922,-85654.4297,32.1352,-2.5249,37.8476,0
-15771.3389,-85655.0234,32.1815,-2.5188,37.2318,0
-15772.1670,-85655.6328,32.2230,-2.5128,37.0064,0
-15773.7949,-85656.7891,32.2561,-2.5008,37.0442,0
-15775.3760,-85657.9922,32.3422,-2.4884,35.8638,0
-15776.9473,-85659.1719,32.4315,-2.4766,35.0759,0
-15777.7598,-85659.7891,32.4694,-2.4714,36.7205,0
-15778.5645,-85660.4219,32.5015,-2.4655,36.8434,0
-15779.3623,-85661.0547,32.5472,-2.4607,36.6673,0
-15780.9043,-85662.2969,32.6117,-2.4517,36.3929,0
-15782.4219,-85663.5312,32.6771,-2.4420,34.6707,0
-15783.2266,-85664.1875,32.7044,-2.4368,37.3624,0
-15784.6426,-85665.3984,32.7852,-2.4270,34.2265,0
-15786.0879,-85666.6328,32.8499,-2.4179,35.4241,0
-15787.5645,-85667.9453,32.9225,-2.4073,36.1840,0
-15788.9385,-85669.1797,33.0011,-2.3971,35.9787,0
-15790.3408,-85670.4297,33.0721,-2.3866,34.8401,0
-15791.6777,-85671.7031,33.1482,-2.3778,34.4101,0
-15792.9561,-85672.9219,33.2052,-2.3694,32.8449,0
-15794.2773,-85674.1953,33.2862,-2.3598,32.1801,0
-15795.5850,-85675.4688,33.3627,-2.3507,34.0517,0
-15796.9053,-85676.8047,33.4099,-2.3409,33.5660,0
-15798.1709,-85678.0859,33.4924,-2.3325,32.0388,0
-15799.3760,-85679.3438,33.5609,-2.3219,32.9373,0
-15800.5176,-85680.5625,33.6278,-2.3122,32.2697,0
-15801.7441,-85681.8984,33.6948,-2.3024,37.3174,0
-15802.9365,-85683.2031,33.7597,-2.2923,32.0630,0
-15804.0537,-85684.4531,33.8172,-2.2824,27.3892,0
-15805.1650,-85685.7344,33.8803,-2.2727,30.4605,0
-15806.3223,-85687.0859,33.9590,-2.2606,32.9656,0
-15807.3760,-85688.3750,34.0302,-2.2491,30.7320,0
-15808.3662,-85689.6172,34.0921,-2.2385,28.7610,0
-15809.4492,-85690.9531,34.1506,-2.2267,31.2936,0
-15810.4658,-85692.2891,34.2230,-2.2158,27.9030,0
-15811.4443,-85693.5781,34.2765,-2.2051,29.0138,0
-15812.3594,-85694.8359,34.3478,-2.1943,28.4402,0
-15813.3252,-85696.1719,34.4112,-2.1843,29.7907,0
-15814.2627,-85697.4844,34.4582,-2.1738,28.6266,0
-15815.1270,-85698.7266,34.5189,-2.1641,27.8386,0
-15815.9639,-85699.9766,34.5766,-2.1549,26.3204,0
-15816.7979,-85701.2500,34.6472,-2.1456,25.7513,0
-15817.6709,-85702.5703,34.6968,-2.1372,27.4369,0
-15818.4805,-85703.8281,34.7631,-2.1298,27.9852,0
-15819.2627,-85705.0703,34.8175,-2.1222,26.5219,0
-15820.0527,-85706.3281,34.8621,-2.1147,26.2325,0
-15820.8174,-85707.5938,34.9091,-2.1080,28.1089,0
-15821.5498,-85708.8281,34.9506,-2.1013,25.9967,0
-15822.2520,-85710.0547,35.0300,-2.0976,25.0661,0
-15822.9805,-85711.2656,35.0908,-2.0926,25.1513,0
-15823.7178,-85712.5234,35.1316,-2.0887,27.6510,0
-15824.4053,-85713.7266,35.1796,-2.0846,24.7178,0
-15825.1045,-85714.9688,35.2301,-2.0828,25.1403,0
-15825.8115,-85716.1875,35.2812,-2.0803,26.2915,0
-15826.4326,-85717.3047,35.3420,-2.0779,21.2440,0
-15827.1348,-85718.5469,35.3878,-2.0754,24.7536,0
-15827.7949,-85719.7266,35.4367,-2.0719,25.6991,0
-15828.4395,-85720.8750,35.4984,-2.0699,23.7499,0
-15829.0742,-85722.0312,35.5506,-2.0679,23.1242,0
-15829.6982,-85723.1953,35.5746,-2.0696,23.8645,0
-15830.3203,-85724.2812,35.6317,-2.0699,20.5517,0
-15830.9629,-85725.4688,35.6723,-2.0684,22.4602,0
-15831.5859,-85726.5938,35.7328,-2.0690,25.2456,0
-15832.1738,-85727.6562,35.7854,-2.0683,21.4936,0
-15832.7969,-85728.7891,35.8262,-2.0683,23.1571,0
-15833.3555,-85729.8203,35.8608,-2.0680,22.3158,0
-15833.9795,-85730.9531,35.8988,-2.0683,22.1220,0
-15834.5771,-85732.0312,35.9486,-2.0688,23.1683,0
-15835.1445,-85733.0625,35.9899,-2.0692,20.6599,0
-15835.7510,-85734.1484,36.0284,-2.0696,22.4053,0
-15836.3154,-85735.1875,36.0715,-2.0698,21.6234,0
-15836.8975,-85736.2500,36.0938,-2.0705,21.6637,0
-15837.4570,-85737.2578,36.1423,-2.0720,20.6024,0
-15838.0283,-85738.2812,36.1842,-2.0729,20.3166,0
-15838.6055,-85739.2969,36.2311,-2.0712,20.8364,0
-15839.1533,-85740.3203,36.2653,-2.0709,20.9382,0
-15839.6992,-85741.2891,36.3077,-2.0701,19.4895,0
-15840.2617,-85742.3047,36.3498,-2.0701,20.5879,0
-15840.7949,-85743.2812,36.3881,-2.0691,20.0358,0
-15841.3193,-85744.2344,36.4435,-2.0699,19.4838,0
-15841.8750,-85745.2266,36.4878,-2.0708,20.7435,0
-15842.4082,-85746.1797,36.5094,-2.0711,19.4494,0
-15842.9326,-85747.1328,36.5539,-2.0718,19.3193,0
-15843.4443,-85748.0469,36.5923,-2.0720,19.0400,0
-15843.9648,-85748.9844,36.6214,-2.0722,18.7995,0
-15844.4688,-85749.8906,36.6760,-2.0710,18.8726,0
-15844.9717,-85750.7891,36.7230,-2.0704,18.5053,0
-15845.4648,-85751.7031,36.7857,-2.0700,18.0269,0
-15845.9658,-85752.6094,36.8055,-2.0695,18.3505,0
-15846.4648,-85753.4922,36.8408,-2.0693,18.2847,0
-15846.9658,-85754.4062,36.8783,-2.0688,18.6091,0
-15847.6768,-85755.7109,36.9303,-2.0702,18.9330,0
-15848.3682,-85756.9531,36.9747,-2.0715,16.4199,0
-15849.0459,-85758.1875,37.0229,-2.0714,15.3472,0
-15849.6875,-85759.3359,37.0665,-2.0720,16.6194,0
-15850.2539,-85760.3594,37.1082,-2.0721,13.4747,0
-15850.8193,-85761.3750,37.1542,-2.0711,12.9830,0
-15851.4561,-85762.5391,37.1850,-2.0710,12.0510,0
-15852.0586,-85763.6172,37.2399,-2.0718,10.2714,0
-15852.5684,-85764.5312,37.2645,-2.0719,10.0084,0
-15853.1025,-85765.5000,37.3098,-2.0714,7.3241,0
-15853.6523,-85766.4922,37.3563,-2.0705,6.0728,0
-15854.1445,-85767.3672,37.4027,-2.0701,3.9468,0
-15854.6270,-85768.2734,37.4470,-2.0706,1.5218,0
-15855.1445,-85769.1953,37.4731,-2.0709,4.7773,0
-15855.6484,-85770.1016,37.5127,-2.0716,6.4484,0
-15856.1387,-85770.9922,37.5508,-2.0718,7.9524,0
-15856.6338,-85771.8828,37.5948,-2.0706,8.4279,0
-15857.1729,-85772.8281,37.6166,-2.0718,10.7410,0
-15857.7363,-85773.8594,37.6616,-2.0707,10.2379,0
-15858.3643,-85775.0156,37.7294,-2.0706,12.8946,0
-15858.8652,-85775.9062,37.7516,-2.0713,12.3410,0
-15859.3916,-85776.8594,37.7963,-2.0719,13.1907,0
-15859.9355,-85777.8203,37.8376,-2.0727,13.6142,0
-15860.4912,-85778.8438,37.8947,-2.0732,13.8005,0
-15861.0918,-85779.9141,37.9371,-2.0742,14.8442,0
-15861.6924,-85780.9922,37.9891,-2.0747,15.1734,0
-15862.3232,-85782.1250,38.0307,-2.0736,16.1995,0
-15862.9648,-85783.2656,38.0836,-2.0737,16.0059,0
-15863.6592,-85784.5000,38.1669,-2.0733,17.7065,0
-15864.3525,-85785.7422,38.2331,-2.0735,17.0819,0
-15864.8350,-85786.6250,38.2645,-2.0740,18.9339,0
-15865.5596,-85787.9219,38.3257,-2.0746,18.1693,0
-15866.0752,-85788.8359,38.3736,-2.0750,18.3813,0
-15866.5938,-85789.7734,38.4404,-2.0752,19.9487,0
-15867.1367,-85790.7266,38.4953,-2.0741,19.4744,0
-15867.9385,-85792.1797,38.5652,-2.0729,19.9154,0
-15868.4863,-85793.1562,38.6003,-2.0736,20.1427,0
-15869.0713,-85794.2109,38.6510,-2.0732,21.4881,0
-15869.6172,-85795.1875,38.6977,-2.0725,21.6189,0
-15870.2061,-85796.2422,38.7565,-2.0717,21.4444,0
-15870.7900,-85797.2891,38.8129,-2.0711,21.9288,0
-15871.3848,-85798.3516,38.8826,-2.0701,21.3833,0
-15871.9775,-85799.4531,38.9493,-2.0705,22.8095,0
-15872.5801,-85800.5000,38.9887,-2.0722,22.5277,0
-15873.1943,-85801.6250,39.0682,-2.0726,22.9990,0
-15873.8018,-85802.7109,39.1353,-2.0729,22.6583,0
-15874.4229,-85803.8203,39.1799,-2.0712,21.9316,0
-15875.0684,-85805.0000,39.2584,-2.0705,25.1593,0
-15875.6865,-85806.1406,39.3208,-2.0696,24.5840,0
-15876.3262,-85807.2969,39.3895,-2.0706,22.5226,0
-15876.9824,-85808.4844,39.4303,-2.0705,25.2400,0
-15877.6426,-85809.6641,39.5069,-2.0710,25.6246,0
-15878.3135,-85810.8359,39.5756,-2.0715,23.0079,0
-15878.9893,-85812.0781,39.6424,-2.0712,25.0318,0
-15879.6621,-85813.3047,39.7296,-2.0721,26.1216,0
-15880.3174,-85814.4609,39.7836,-2.0713,23.6469,0
-15881.0098,-85815.7188,39.8512,-2.0713,23.7790,0
-15881.7217,-85816.9922,39.9118,-2.0724,27.1626,0
-15882.4062,-85818.2109,39.9751,-2.0739,26.2128,0
-15883.0977,-85819.4531,40.0536,-2.0758,24.9376,0
-15883.7969,-85820.6953,40.1201,-2.0763,25.9468,0
-15884.5215,-85821.9922,40.1800,-2.0764,27.3736,0
-15885.2373,-85823.2656,40.2645,-2.0775,26.1821,0
-15885.9453,-85824.5156,40.3265,-2.0787,26.3001,0
-15886.6699,-85825.8281,40.3946,-2.0815,26.5551,0
-15887.4150,-85827.1172,40.4692,-2.0853,26.3873,0
-15888.1396,-85828.3984,40.5413,-2.0876,26.3277,0
-15888.9033,-85829.7188,40.6223,-2.0886,28.1046,0
-15889.6641,-85831.0000,40.6924,-2.0904,26.6084,0
-15890.4180,-85832.3281,40.7615,-2.0908,26.1389,0
-15891.1982,-85833.6562,40.8519,-2.0922,27.4433,0
-15891.9902,-85835.0156,40.9285,-2.0937,29.7707,0
-15892.7666,-85836.3438,41.0017,-2.0958,29.3245,0
-15893.5576,-85837.6719,41.0669,-2.0973,28.0500,0
-15894.3428,-85839.0391,41.1289,-2.0984,29.9880,0
-15895.1504,-85840.3828,41.2257,-2.1002,29.1787,0
-15895.9424,-85841.7266,41.3153,-2.1014,27.8178,0
-15896.7656,-85843.1172,41.3827,-2.1016,28.4837,0
-15897.5947,-85844.5000,41.4584,-2.1016,29.1667,0
-15898.4131,-85845.9062,41.5345,-2.1016,30.3659,0
-15899.2314,-85847.2812,41.6101,-2.1017,30.0173,0
-15900.0596,-85848.6719,41.6969,-2.1038,28.5020,0
-15900.9131,-85850.0938,41.7716,-2.1049,29.2333,0
-15901.7764,-85851.5312,41.8551,-2.1059,30.2882,0
-15902.6025,-85852.9141,41.9546,-2.1055,29.2527,0
-15903.4414,-85854.3281,42.0283,-2.1034,29.3849,0
-15904.2812,-85855.7188,42.1038,-2.1018,29.4548,0
-15905.1250,-85857.1484,42.1885,-2.1002,30.9473,0
-15905.9785,-85858.5859,42.2554,-2.0996,29.0888,0
-15906.8271,-85860.0078,42.3377,-2.0991,30.1411,0
-15907.6680,-85861.4297,42.4304,-2.0991,29.4213,0
-15908.5068,-85862.8594,42.5059,-2.0976,28.9250,0
-15909.3701,-85864.3359,42.5838,-2.0977,30.3004,0
-15910.2324,-85865.7812,42.7094,-2.0984,30.2319,0
-15911.0781,-85867.2266,42.7869,-2.0993,29.9636,0
-15911.9551,-85868.7109,42.8868,-2.1014,31.3329,0
-15912.8232,-85870.1484,42.9702,-2.1031,32.3335,0
-15913.6738,-85871.5781,43.0381,-2.1043,29.8931,0
-15914.5459,-85873.0547,43.1291,-2.1050,31.1259,0
-15915.4189,-85874.4922,43.2109,-2.1045,29.9350,0
-15916.3008,-85875.9688,43.3133,-2.1048,32.6507,0
-15917.1543,-85877.3906,43.4022,-2.1061,31.0520,0
-15918.0332,-85878.8750,43.4920,-2.1092,32.4584,0
-15918.8975,-85880.2891,43.5783,-2.1128,30.1648,0
-15919.7959,-85881.7500,43.6728,-2.1164,31.3385,0
-15920.6699,-85883.1797,43.7547,-2.1200,30.3221,0
-15921.5977,-85884.6719,43.8675,-2.1225,30.8149,0
-15922.4980,-85886.0938,43.9634,-2.1257,30.7666,0
-15923.4004,-85887.5312,44.0535,-2.1281,30.9704,0
-15924.3340,-85888.9609,44.1677,-2.1324,31.7903,0
-15925.2705,-85890.4609,44.2664,-2.1352,32.4102,0
-15926.1934,-85891.9062,44.3685,-2.1386,33.4834,0
-15927.0566,-85893.2578,44.4815,-2.1424,29.0515,0
-15928.0137,-85894.6797,44.5806,-2.1494,29.5801,0
-15928.9492,-85896.0859,44.7032,-2.1539,28.2126,0
-15929.9082,-85897.5312,44.8153,-2.1589,31.0489,0
-15930.8652,-85898.9141,44.9062,-2.1621,30.1621,0
-15931.8232,-85900.3359,45.0135,-2.1655,30.9793,0
-15932.7783,-85901.7422,45.1239,-2.1689,31.5829,0
-15933.7344,-85903.1094,45.2286,-2.1720,29.8703,0
-15934.7197,-85904.5312,45.3360,-2.1752,31.4051,0
-15935.6875,-85905.9219,45.4263,-2.1780,29.6819,0
-15936.6631,-85907.2891,45.5470,-2.1809,30.5384,0
-15937.6650,-85908.7266,45.6558,-2.1839,33.0307,0
-15938.6240,-85910.0547,45.7680,-2.1878,31.2665,0
-15939.6143,-85911.4375,45.8793,-2.1937,30.1837,0
-15940.6250,-85912.7969,45.9927,-2.1988,31.2550,0
-15941.6152,-85914.1484,46.1144,-2.2022,29.2491,0
-15942.6338,-85915.5234,46.2339,-2.2069,31.8077,0
-15943.6553,-85916.8828,46.3370,-2.2095,31.5664,0
-15944.6260,-85918.1875,46.4519,-2.2124,30.4315,0
-15945.6582,-85919.5625,46.5588,-2.2155,31.0577,0
-15946.6807,-85920.8672,46.6824,-2.2185,29.2692,0
-15947.6943,-85922.2188,46.8246,-2.2225,29.9290,0
-15948.7246,-85923.5469,46.9472,-2.2264,29.8656,0
-15949.7588,-85924.8672,47.0784,-2.2303,30.5173,0
-15950.7852,-85926.1641,47.1872,-2.2341,31.9379,0
-15951.8506,-85927.5156,47.2965,-2.2380,31.8611,0
-15952.8301,-85928.7500,47.3949,-2.2425,28.3433,0
-15953.9053,-85930.0859,47.5403,-2.2477,29.6544,0
-15954.9717,-85931.3828,47.6465,-2.2519,30.5079,0
-15956.0156,-85932.6484,47.7754,-2.2556,29.0806,0
-15957.0879,-85933.9609,47.8840,-2.2589,30.2351,0
-15958.1426,-85935.2031,48.0271,-2.2627,29.7089,0
-15959.2305,-85936.4922,48.1146,-2.2657,30.9683,0
-15960.2900,-85937.7578,48.2437,-2.2683,29.8560,0
-15961.3613,-85939.0234,48.3641,-2.2721,30.6496,0
-15962.4561,-85940.3047,48.4812,-2.2745,30.2102,0
-15963.5488,-85941.5625,48.5958,-2.2768,30.5984,0
-15964.6592,-85942.8281,48.7175,-2.2796,29.8090,0
-15965.7012,-85944.0156,48.8243,-2.2820,28.7809,0
-15966.8076,-85945.2812,48.9372,-2.2850,29.9260,0
-15967.9014,-85946.5469,49.0268,-2.2883,30.4171,0
-15969.0088,-85947.7734,49.1407,-2.2913,29.7586,0
-15970.1006,-85949.0078,49.2438,-2.2938,30.1348,0
-15971.2100,-85950.2578,49.3538,-2.2968,29.1385,0
-15972.3242,-85951.4844,49.4657,-2.2998,29.6884,0
-15973.4570,-85952.7500,49.5938,-2.3027,30.7902,0
-15974.5674,-85953.9766,49.7036,-2.3082,29.5535,0
-15975.6924,-85955.1875,49.7837,-2.3141,29.6744,0
-15976.8271,-85956.3906,49.9034,-2.3184,30.8359,0
-15977.9238,-85957.5547,50.0364,-2.3236,30.1465,0
-15979.0898,-85958.7734,50.1231,-2.3285,29.2035,0
-15980.2188,-85959.9453,50.2603,-2.3303,29.7317,0
-15981.3926,-85961.1562,50.3413,-2.3334,30.7060,0
-15982.5859,-85962.3906,50.4557,-2.3376,31.1438,0
-15983.7109,-85963.5469,50.5697,-2.3401,30.6017,0
-15984.8887,-85964.7422,50.6777,-2.3442,30.3763,0
-15986.0264,-85965.8906,50.7951,-2.3475,29.1335,0
-15987.1855,-85967.0859,50.9103,-2.3512,28.6537,0
-15988.3867,-85968.2578,51.0267,-2.3542,30.5155,0
-15989.5732,-85969.4297,51.1314,-2.3572,29.2597,0
-15990.7588,-85970.6094,51.2390,-2.3605,31.4968,0
-15991.9150,-85971.7188,51.3385,-2.3631,28.8050,0
-15993.1006,-85972.8906,51.4637,-2.3665,29.6486,0
-15994.2441,-85973.9844,51.5798,-2.3692,29.7641,0
-15995.4609,-85975.1484,51.6741,-2.3734,29.4918,0
-15996.6230,-85976.2734,51.8034,-2.3801,29.9079,0
-15997.8350,-85977.4062,51.8858,-2.3857,29.9511,0
-15999.0088,-85978.5078,52.0080,-2.3893,28.9719,0
-16000.2207,-85979.6250,52.1214,-2.3925,29.9196,0
-16001.3799,-85980.6797,52.2058,-2.3944,24.3329,0
-16002.6299,-85981.8281,52.3456,-2.3976,27.9986,0
-16003.9014,-85982.9766,52.4516,-2.4025,30.4792,0
-16005.1084,-85984.0469,52.5370,-2.4043,28.6285,0
-16006.3379,-85985.1562,52.6706,-2.4063,30.0606,0
-16007.5908,-85986.2812,52.7846,-2.4092,30.0557,0
-16008.7871,-85987.3594,52.8812,-2.4118,30.1911,0
-16010.0840,-85988.4922,52.9965,-2.4153,31.3887,0
-16011.3555,-85989.5859,53.1194,-2.4201,28.0809,0
-16012.6104,-85990.6875,53.2357,-2.4253,32.0321,0
-16013.8105,-85991.7344,53.3321,-2.4291,30.4612,0
-16015.1143,-85992.8281,53.4732,-2.4334,30.6171,0
-16016.3760,-85993.8906,53.5759,-2.4369,29.6957,0
-16017.6729,-85994.9844,53.6890,-2.4410,30.2505,0
-16019.5820,-85996.5625,53.8773,-2.4457,29.8142,0
-16020.9062,-85997.6562,53.9921,-2.4499,31.2055,0
-16022.2559,-85998.7500,54.1126,-2.4546,31.0156,0
-16023.5127,-85999.7812,54.2221,-2.4582,29.0889,0
-16024.7754,-86000.7969,54.3360,-2.4619,30.0526,0
-16026.1035,-86001.8594,54.4545,-2.4648,30.7904,0
-16027.4355,-86002.8984,54.5755,-2.4680,30.5461,0
-16028.6865,-86003.8984,54.6973,-2.4713,25.0339,0
-16029.9893,-86004.9062,54.7869,-2.4765,33.1859,0
-16031.3447,-86005.9609,54.9235,-2.4808,29.3809,0
-16032.6338,-86006.9375,55.0254,-2.4834,29.6774,0
-16033.9912,-86007.9688,55.1436,-2.4869,31.5793,0
-16035.3369,-86009.0000,55.2675,-2.4891,31.7466,0
-16036.7354,-86010.0312,55.3670,-2.4928,35.0124,0
-16038.1875,-86011.1250,55.4998,-2.4960,33.6168,0
-16039.4443,-86012.0469,55.6048,-2.5000,32.6316,0
-16040.8896,-86013.1250,55.7516,-2.5042,32.3968,0
-16042.2012,-86014.0859,55.8671,-2.5076,29.0172,0
-16043.6299,-86015.1094,55.9638,-2.5103,40.2411,0
-16044.9131,-86016.0391,56.0734,-2.5130,32.2177,0
-16046.3789,-86017.0703,56.2179,-2.5153,32.4913,0
-16047.6396,-86018.0000,56.3258,-2.5176,27.3931,0
-16049.0732,-86019.0078,56.4439,-2.5205,31.0183,0
-16050.5391,-86020.0078,56.5807,-2.5266,33.2167,0
-16051.8779,-86020.9531,56.6748,-2.5313,30.0807,0
-16053.3428,-86021.9688,56.7976,-2.5360,41.8275,0
-16054.6338,-86022.8516,56.9207,-2.5417,30.6910,0
-16055.9316,-86023.7266,57.0313,-2.5465,25.1359,0
-16057.4727,-86024.7734,57.1623,-2.5504,31.9231,0
-16058.8740,-86025.6719,57.2601,-2.5532,29.3377,0
-16060.3203,-86026.6406,57.3864,-2.5567,39.1772,0
-16061.6689,-86027.4922,57.4753,-2.5593,29.8267,0
-16062.9766,-86028.3516,57.5858,-2.5619,25.6206,0
-16063.8477,-86028.8984,57.6678,-2.5634,37.1178,0
-16065.1865,-86029.7656,57.7845,-2.5663,34.7193,0
-16066.5508,-86030.6484,57.9013,-2.5686,29.0720,0
-16067.7539,-86031.4297,57.9878,-2.5712,20.2829,0
-16068.7139,-86032.0234,58.0787,-2.5750,40.7320,0
-16069.9756,-86032.8047,58.1872,-2.5812,27.8871,0
-16071.2539,-86033.6016,58.2442,-2.5862,20.5745,0
-16072.2148,-86034.2031,58.3187,-2.5895,40.8646,0
-16073.6943,-86035.0625,58.4422,-2.5932,41.5640,0
-16074.9434,-86035.8438,58.5467,-2.5963,26.3354,0
-16076.1768,-86036.5859,58.6726,-2.5994,20.5909,0
-16077.2314,-86037.1875,58.7406,-2.6020,43.7289,0
-16078.4160,-86037.8984,58.8404,-2.6048,28.6036,0
-16079.7451,-86038.6719,58.9372,-2.6068,24.6300,0
-16080.7568,-86039.2656,59.0294,-2.6091,42.3167,0
-16082.0244,-86040.0000,59.1384,-2.6109,27.0486,0
